seq,test,journal,correlation,pvalue,lagtime,test2,pvalue2,absCorrelation
426,E_PubNum_Price,Mediators Inflamm,0.291386142,0.116610104,-3,E_PubNum_Price_lag _3,0.116610104,0.291386142
427,E_PubNum_Price,Mediators Inflamm,0.19461577,0.294621102,-2,E_PubNum_Price_lag _2,0.294621102,0.19461577
428,E_PubNum_Price,Mediators Inflamm,-0.416911103,0.024759467,-1,E_PubNum_Price_lag _1,-0.024759467,0.416911103
429,E_PubNum_Price,Biomed Res Int,-0.145896196,0.432057879,-4,E_PubNum_Price_lag _4,-0.432057879,0.145896196
430,E_PubNum_Price,Biomed Res Int,-0.209577638,0.25906234,-3,E_PubNum_Price_lag _3,-0.25906234,0.209577638
431,E_PubNum_Price,Biomed Res Int,0.015592159,0.933083188,-2,E_PubNum_Price_lag _2,0.933083188,0.015592159
432,E_PubNum_Price,Biomed Res Int,0.352775943,0.05746507,-1,E_PubNum_Price_lag _1,0.05746507,0.352775943
433,E_PubNum_Price,Front Immunol,0.571485053,0.00208716,-4,E_PubNum_Price_lag _4,0.00208716,0.571485053
434,E_PubNum_Price,Front Immunol,-0.320259094,0.084590927,-3,E_PubNum_Price_lag _3,-0.084590927,0.320259094
435,E_PubNum_Price,Front Immunol,-0.213119071,0.251100145,-2,E_PubNum_Price_lag _2,-0.251100145,0.213119071
436,E_PubNum_Price,Front Immunol,0.014143445,0.939287999,-1,E_PubNum_Price_lag _1,0.939287999,0.014143445
437,E_PubNum_Price,BMC Public Health,0.016787416,0.92796697,-4,E_PubNum_Price_lag _4,0.92796697,0.016787416
438,E_PubNum_Price,BMC Public Health,0.040985712,0.825314496,-3,E_PubNum_Price_lag _3,0.825314496,0.040985712
439,E_PubNum_Price,BMC Public Health,0.459297979,0.013383601,-2,E_PubNum_Price_lag _2,0.013383601,0.459297979
440,E_PubNum_Price,BMC Public Health,0.602713473,0.001171576,-1,E_PubNum_Price_lag _1,0.001171576,0.602713473
441,F_Price_PubNum,eBioMedicine,0.048579104,0.793624847,-4,F_Price_PubNum_lag _4,0.793624847,0.048579104
442,F_Price_PubNum,eBioMedicine,0.077771996,0.675351329,-3,F_Price_PubNum_lag _3,0.675351329,0.077771996
443,F_Price_PubNum,eBioMedicine,-0.093337635,0.615218421,-2,F_Price_PubNum_lag _2,-0.615218421,0.093337635
444,F_Price_PubNum,eBioMedicine,0.002668947,0.988532622,-1,F_Price_PubNum_lag _1,0.988532622,0.002668947
445,F_Price_PubNum,Lancet Glob Health,0.071361867,0.700759506,-4,F_Price_PubNum_lag _4,0.700759506,0.071361867
446,F_Price_PubNum,Lancet Glob Health,-0.127145478,0.493533658,-3,F_Price_PubNum_lag _3,-0.493533658,0.127145478
447,F_Price_PubNum,Lancet Glob Health,0.018246783,0.921724304,-2,F_Price_PubNum_lag _2,0.921724304,0.018246783
448,F_Price_PubNum,Lancet Glob Health,-0.111626899,0.547753905,-1,F_Price_PubNum_lag _1,-0.547753905,0.111626899
449,F_Price_PubNum,BMJ Open,0.06534868,0.724903202,-4,F_Price_PubNum_lag _4,0.724903202,0.06534868
450,F_Price_PubNum,BMJ Open,-0.34128382,0.06608162,-3,F_Price_PubNum_lag _3,-0.06608162,0.34128382
451,F_Price_PubNum,BMJ Open,0.247106629,0.183284477,-2,F_Price_PubNum_lag _2,0.183284477,0.247106629
452,F_Price_PubNum,BMJ Open,-0.6429123,0.000535801,-1,F_Price_PubNum_lag _1,-0.000535801,0.6429123
453,F_Price_PubNum,Nat Commun,0.270463031,0.145257766,-4,F_Price_PubNum_lag _4,0.145257766,0.270463031
454,F_Price_PubNum,Nat Commun,0.113228604,0.542024318,-3,F_Price_PubNum_lag _3,0.542024318,0.113228604
455,F_Price_PubNum,Nat Commun,-0.156434472,0.399549873,-2,F_Price_PubNum_lag _2,-0.399549873,0.156434472
456,F_Price_PubNum,Nat Commun,-0.273442182,0.140877483,-1,F_Price_PubNum_lag _1,-0.140877483,0.273442182
457,F_Price_PubNum,Sci Adv,0.147286668,0.427682872,-4,F_Price_PubNum_lag _4,0.427682872,0.147286668
458,F_Price_PubNum,Sci Adv,-0.249228962,0.179550919,-3,F_Price_PubNum_lag _3,-0.179550919,0.249228962
459,F_Price_PubNum,Sci Adv,0.245077099,0.186908291,-2,F_Price_PubNum_lag _2,0.186908291,0.245077099
460,F_Price_PubNum,Sci Adv,0.789622944,2.12E-05,-1,F_Price_PubNum_lag _1,2.11634E-05,0.789622944
461,F_Price_PubNum,JAMA Netw Open,NA,NA,-4,F_Price_PubNum_lag _4,NA,NA
462,F_Price_PubNum,JAMA Netw Open,NA,NA,-3,F_Price_PubNum_lag _3,NA,NA
463,F_Price_PubNum,JAMA Netw Open,NA,NA,-2,F_Price_PubNum_lag _2,NA,NA
464,F_Price_PubNum,JAMA Netw Open,NA,NA,-1,F_Price_PubNum_lag _1,NA,NA
465,F_Price_PubNum,Cell Rep,0.062353671,0.737033158,-4,F_Price_PubNum_lag _4,0.737033158,0.062353671
466,F_Price_PubNum,Cell Rep,0.031844382,0.86384066,-3,F_Price_PubNum_lag _3,0.86384066,0.031844382
467,F_Price_PubNum,Cell Rep,0.021090817,0.909572704,-2,F_Price_PubNum_lag _2,0.909572704,0.021090817
468,F_Price_PubNum,Cell Rep,-0.039313103,0.832335208,-1,F_Price_PubNum_lag _1,-0.832335208,0.039313103
469,F_Price_PubNum,Heliyon,NA,NA,-4,F_Price_PubNum_lag _4,NA,NA
470,F_Price_PubNum,Heliyon,0.388065684,0.036635979,-3,F_Price_PubNum_lag _3,0.036635979,0.388065684
471,F_Price_PubNum,Heliyon,-0.544497352,0.003365613,-2,F_Price_PubNum_lag _2,-0.003365613,0.544497352
472,F_Price_PubNum,Heliyon,-0.169293027,0.361942014,-1,F_Price_PubNum_lag _1,-0.361942014,0.169293027
473,F_Price_PubNum,Molecules,0.066873651,0.718753187,-4,F_Price_PubNum_lag _4,0.718753187,0.066873651
474,F_Price_PubNum,Molecules,0.127717895,0.491590129,-3,F_Price_PubNum_lag _3,0.491590129,0.127717895
475,F_Price_PubNum,Molecules,-0.346506677,0.062041986,-2,F_Price_PubNum_lag _2,-0.062041986,0.346506677
476,F_Price_PubNum,Molecules,0.449602588,0.015470043,-1,F_Price_PubNum_lag _1,0.015470043,0.449602588
477,F_Price_PubNum,BMC Bioinformatics,0.014072433,0.939592242,-4,F_Price_PubNum_lag _4,0.939592242,0.014072433
478,F_Price_PubNum,BMC Bioinformatics,0.062888423,0.734862471,-3,F_Price_PubNum_lag _3,0.734862471,0.062888423
479,F_Price_PubNum,BMC Bioinformatics,-0.035422674,0.848716026,-2,F_Price_PubNum_lag _2,-0.848716026,0.035422674
480,F_Price_PubNum,BMC Bioinformatics,0.012418437,0.946680952,-1,F_Price_PubNum_lag _1,0.946680952,0.012418437
481,F_Price_PubNum,Genome Biol,-0.08969513,0.629079367,-4,F_Price_PubNum_lag _4,-0.629079367,0.08969513
482,F_Price_PubNum,Genome Biol,-0.349666114,0.05969906,-3,F_Price_PubNum_lag _3,-0.05969906,0.349666114
483,F_Price_PubNum,Genome Biol,-0.279809351,0.131856938,-2,F_Price_PubNum_lag _2,-0.131856938,0.279809351
484,F_Price_PubNum,Genome Biol,-0.094469875,0.610937395,-1,F_Price_PubNum_lag _1,-0.610937395,0.094469875
485,F_Price_PubNum,PLoS One,0.538509745,0.003732058,-4,F_Price_PubNum_lag _4,0.003732058,0.538509745
486,F_Price_PubNum,PLoS One,0.245474241,0.186195044,-3,F_Price_PubNum_lag _3,0.186195044,0.245474241
487,F_Price_PubNum,PLoS One,0.270221491,0.145617426,-2,F_Price_PubNum_lag _2,0.145617426,0.270221491
488,F_Price_PubNum,PLoS One,0.478292669,0.010004178,-1,F_Price_PubNum_lag _1,0.010004178,0.478292669
489,F_Price_PubNum,PLoS Biol,-0.150884121,0.416484219,-4,F_Price_PubNum_lag _4,-0.416484219,0.150884121
490,F_Price_PubNum,PLoS Biol,0.117705916,0.526168435,-3,F_Price_PubNum_lag _3,0.526168435,0.117705916
491,F_Price_PubNum,PLoS Biol,-0.196835808,0.289147662,-2,F_Price_PubNum_lag _2,-0.289147662,0.196835808
492,F_Price_PubNum,PLoS Biol,-0.017170344,0.926328491,-1,F_Price_PubNum_lag _1,-0.926328491,0.017170344
493,F_Price_PubNum,PLoS Med,0.038516314,0.835684444,-4,F_Price_PubNum_lag _4,0.835684444,0.038516314
494,F_Price_PubNum,PLoS Med,0.045988684,0.804400083,-3,F_Price_PubNum_lag _3,0.804400083,0.045988684
495,F_Price_PubNum,PLoS Med,-0.101405292,0.585008053,-2,F_Price_PubNum_lag _2,-0.585008053,0.101405292
496,F_Price_PubNum,PLoS Med,-0.378243547,0.04165968,-1,F_Price_PubNum_lag _1,-0.04165968,0.378243547
497,F_Price_PubNum,Front Neurosci,-0.272641599,0.142044488,-4,F_Price_PubNum_lag _4,-0.142044488,0.272641599
498,F_Price_PubNum,Front Neurosci,0.113574016,0.540792648,-3,F_Price_PubNum_lag _3,0.540792648,0.113574016
499,F_Price_PubNum,Front Neurosci,0.230712906,0.214079051,-2,F_Price_PubNum_lag _2,0.214079051,0.230712906
500,F_Price_PubNum,Front Neurosci,-0.132569503,0.475283684,-1,F_Price_PubNum_lag _1,-0.475283684,0.132569503
501,F_Price_PubNum,Sci Rep,0.098235847,0.596794194,-4,F_Price_PubNum_lag _4,0.596794194,0.098235847
502,F_Price_PubNum,Sci Rep,-0.345406237,0.062875692,-3,F_Price_PubNum_lag _3,-0.062875692,0.345406237
503,F_Price_PubNum,Sci Rep,-0.189737882,0.306889882,-2,F_Price_PubNum_lag _2,-0.306889882,0.189737882
504,F_Price_PubNum,Sci Rep,-0.496024877,0.007558607,-1,F_Price_PubNum_lag _1,-0.007558607,0.496024877
505,F_Price_PubNum,Front Psychiatry,-0.215645723,0.245524897,-4,F_Price_PubNum_lag _4,-0.245524897,0.215645723
506,F_Price_PubNum,Front Psychiatry,-0.234728322,0.206211831,-3,F_Price_PubNum_lag _3,-0.206211831,0.234728322
507,F_Price_PubNum,Front Psychiatry,-0.0438479,0.813333217,-2,F_Price_PubNum_lag _2,-0.813333217,0.0438479
508,F_Price_PubNum,Front Psychiatry,0.162341321,0.381990417,-1,F_Price_PubNum_lag _1,0.381990417,0.162341321
509,F_Price_PubNum,Int J Mol Sci,-0.189835618,0.306640783,-4,F_Price_PubNum_lag _4,-0.306640783,0.189835618
510,F_Price_PubNum,Int J Mol Sci,-0.22660855,0.222341929,-3,F_Price_PubNum_lag _3,-0.222341929,0.22660855
511,F_Price_PubNum,Int J Mol Sci,-0.233554401,0.208489801,-2,F_Price_PubNum_lag _2,-0.208489801,0.233554401
512,F_Price_PubNum,Int J Mol Sci,-0.043054422,0.816650515,-1,F_Price_PubNum_lag _1,-0.816650515,0.043054422
513,F_Price_PubNum,Mediators Inflamm,0.690091027,0.000202198,-4,F_Price_PubNum_lag _4,0.000202198,0.690091027
514,F_Price_PubNum,Mediators Inflamm,-0.126667841,0.495158522,-3,F_Price_PubNum_lag _3,-0.495158522,0.126667841
515,F_Price_PubNum,Mediators Inflamm,0.004770891,0.979502979,-2,F_Price_PubNum_lag _2,0.979502979,0.004770891
516,F_Price_PubNum,Mediators Inflamm,0.308811308,0.096312478,-1,F_Price_PubNum_lag _1,0.096312478,0.308811308
517,F_Price_PubNum,Biomed Res Int,0.311117865,0.093851664,-4,F_Price_PubNum_lag _4,0.093851664,0.311117865
518,F_Price_PubNum,Biomed Res Int,0.273624518,0.140612728,-3,F_Price_PubNum_lag _3,0.140612728,0.273624518
519,F_Price_PubNum,Biomed Res Int,0.026820492,0.885158741,-2,F_Price_PubNum_lag _2,0.885158741,0.026820492
520,F_Price_PubNum,Biomed Res Int,0.013521021,0.941954985,-1,F_Price_PubNum_lag _1,0.941954985,0.013521021
521,F_Price_PubNum,Front Immunol,-0.086618664,0.64088929,-4,F_Price_PubNum_lag _4,-0.64088929,0.086618664
522,F_Price_PubNum,Front Immunol,-0.142890238,0.441603972,-3,F_Price_PubNum_lag _3,-0.441603972,0.142890238
523,F_Price_PubNum,Front Immunol,0.126329712,0.496310523,-2,F_Price_PubNum_lag _2,0.496310523,0.126329712
524,F_Price_PubNum,Front Immunol,0.313119913,0.091756834,-1,F_Price_PubNum_lag _1,0.091756834,0.313119913
525,F_Price_PubNum,BMC Public Health,0.209564791,0.259091538,-4,F_Price_PubNum_lag _4,0.259091538,0.209564791
526,F_Price_PubNum,BMC Public Health,0.061558236,0.740265899,-3,F_Price_PubNum_lag _3,0.740265899,0.061558236
527,F_Price_PubNum,BMC Public Health,-0.065099151,0.725911222,-2,F_Price_PubNum_lag _2,-0.725911222,0.065099151
528,F_Price_PubNum,BMC Public Health,0.223950582,0.227813328,-1,F_Price_PubNum_lag _1,0.227813328,0.223950582
